Nav State,Tensão Nominal (V),Capacidade (Ah),Energia das Baterias,Potência Flutuante (kW),Motores Ativos,Potência Total,Autonomia Barco
125,72.45,213.07,15.4369215,3.145207192137633,1,3.145207192137633,4.91
126,71.05,199.18,14.151739,8.036232088489246,2,16.072464176978492,0.88
127,75.47,199.34,15.0441898,4.755441404418925,1,4.755441404418925,3.16
128,74.24,209.78,15.5740672,2.105535838740456,1,2.105535838740456,7.4
129,70.79,213.36,15.103754400000001,1.6352382784577613,1,1.6352382784577613,9.24
130,74.41,196.09,14.5910569,12.796797599423982,0,0.1,145.91
131,69.98,213.95,14.972221,7.114143106804303,2,14.228286213608605,1.05
132,76.43,198.58,15.177469400000001,4.788459053676019,1,4.788459053676019,3.17
133,70.49,203.31,14.331321899999999,7.589309003696117,0,0.1,143.31
134,75.06,197.17,14.799580200000001,1.358005187705393,0,0.1,148.0
135,74.54,198.23,14.7760642,0.9526912081796249,1,0.9526912081796249,15.51
136,74.77,200.37,14.9816649,0.6656787562301903,2,1.3313575124603807,11.25
137,71.58,197.13,14.110565399999999,3.8530781138007297,2,7.7061562276014595,1.83
138,71.1,213.91,15.209000999999999,7.346908356148327,0,0.1,152.09
139,76.23,213.79,16.2972117,0.4573124982783169,1,0.4573124982783169,35.64
140,74.69,197.22,14.730361799999999,2.4221681492261413,0,0.1,147.3
141,70.15,196.64,13.794296000000001,3.2036877766983602,0,0.1,137.94
142,73.08,206.8,15.112944,12.064648196777018,2,24.129296393554036,0.63
143,72.38,209.3,15.149134,5.807836328779793,1,5.807836328779793,2.61
144,70.01,208.9,14.625089000000001,3.0471431364503463,1,3.0471431364503463,4.8
145,75.91,205.97,15.6351827,12.195955296315134,1,12.195955296315134,1.28
146,73.26,205.51,15.0556626,11.394569895957561,1,11.394569895957561,1.32
147,71.68,200.13,14.345318400000002,10.833186954044898,1,10.833186954044898,1.32
148,73.52,211.52,15.5509504,11.730898630144742,2,23.461797260289483,0.66
149,75.28,197.21,14.845968800000001,2.0408377689687356,1,2.0408377689687356,7.27
150,71.53,208.16,14.8896848,4.092389938255872,2,8.184779876511744,1.82
151,71.51,205.02,14.660980200000001,7.944251849115456,1,7.944251849115456,1.85
152,70.37,200.91,14.1380367,7.616956451264823,0,0.1,141.38
153,70.13,202.54,14.204130199999998,0.9489155965741122,0,0.1,142.04
154,71.84,204.98,14.7257632,7.515076305533174,0,0.1,147.26
155,74.1,201.61,14.939300999999999,4.629660372298975,1,4.629660372298975,3.23
156,74.87,212.52,15.911372400000001,10.287480264058885,1,10.287480264058885,1.55
157,73.74,211.07,15.564301799999999,10.413798013302632,2,20.827596026605264,0.75
158,72.4,197.03,14.264972000000002,12.540614688873454,1,12.540614688873454,1.14
159,72.28,200.13,14.4653964,6.165286044245256,2,12.330572088490513,1.17
160,71.42,209.94,14.9939148,1.6612575198026391,2,3.3225150396052783,4.51
161,75.21,213.71,16.0731291,3.847419697445588,0,0.1,160.73
162,76.07,196.6,14.955361999999997,8.482458688331757,1,8.482458688331757,1.76
163,70.56,199.63,14.0858928,3.9534653108642033,1,3.9534653108642033,3.56
164,70.68,196.51,13.889326800000001,9.480486914766438,1,9.480486914766438,1.47
165,70.5,199.52,14.06616,4.815592450400306,1,4.815592450400306,2.92
166,74.86,196.33,14.6972638,8.047954712039447,0,0.1,146.97
167,75.41,203.98,15.3821318,0.5653089507265485,2,1.130617901453097,13.61
168,75.04,199.44,14.965977600000002,10.61983328235282,1,10.61983328235282,1.41
169,71.57,197.44,14.130780799999998,8.620390306832824,0,0.1,141.31
170,70.08,198.89,13.938211199999998,6.928331952875163,2,13.856663905750326,1.01
171,70.8,212.11,15.017388,1.4825087610353227,2,2.9650175220706454,5.06
172,76.0,207.24,15.750240000000002,0.46767292033022123,2,0.9353458406604425,16.84
173,72.14,208.84,15.0657176,2.8006766328163675,1,2.8006766328163675,5.38
174,75.88,206.91,15.700330799999998,12.359537396066626,2,24.719074792133252,0.64
175,70.91,210.47,14.924427699999999,4.585135746129972,0,0.1,149.24
176,72.52,204.03,14.796255599999999,7.2653012350822745,0,0.1,147.96
177,73.8,195.22,14.407236,2.7632493762845707,2,5.526498752569141,2.61
178,75.64,210.2,15.899527999999998,8.314608257528276,1,8.314608257528276,1.91
179,75.76,195.54,14.814110399999999,0.5140267926085348,1,0.5140267926085348,28.82
180,71.56,197.04,14.1001824,4.205697351649129,0,0.1,141.0
181,71.86,207.85,14.936100999999999,9.142640121102476,0,0.1,149.36
182,73.74,197.27,14.5466898,12.750174763246822,0,0.1,145.47
183,74.51,198.75,14.808862500000002,11.404784006632088,2,22.809568013264176,0.65
184,72.66,206.35,14.993390999999999,2.2563724215958514,1,2.2563724215958514,6.64
185,74.95,203.85,15.278557500000002,10.060130283297035,1,10.060130283297035,1.52
186,73.29,196.42,14.3956218,2.477095667556549,2,4.954191335113098,2.91
187,74.39,200.03,14.8802317,9.713441313199256,1,9.713441313199256,1.53
188,74.48,195.44,14.556371200000001,11.034400051755368,2,22.068800103510736,0.66
189,74.35,202.62,15.064796999999999,1.3414430796358885,0,0.1,150.65
190,76.33,197.43,15.0698319,11.787908613511583,1,11.787908613511583,1.28
191,72.64,208.72,15.1614208,3.851823737603377,0,0.1,151.61
192,70.31,197.5,13.886225,9.972481242960056,2,19.94496248592011,0.7
193,71.05,212.82,15.120861,3.5803463255385535,2,7.160692651077107,2.11
194,71.91,214.25,15.4067175,0.07308144592525812,2,0.14616289185051623,105.41
195,71.05,213.76,15.187648,9.371219707493623,0,0.1,151.88
196,71.31,199.09,14.1971079,0.44949578527067,2,0.89899157054134,15.79
197,73.76,196.85,14.519656000000001,8.340981719978057,1,8.340981719978057,1.74
198,75.32,205.5,15.478259999999999,6.094091799248893,1,6.094091799248893,2.54
199,71.34,210.09,14.987820600000001,9.630804554882928,1,9.630804554882928,1.56
200,73.29,208.1,15.251649,8.029572938956893,0,0.1,152.52
201,72.26,203.9,14.733814000000002,6.483888334118182,0,0.1,147.34
202,76.3,204.21,15.581223,1.8148502480462523,0,0.1,155.81
203,76.28,198.24,15.121747200000001,11.941866662943157,0,0.1,151.22
204,69.64,202.78,14.1215992,10.385896579389458,0,0.1,141.22
205,76.2,204.07,15.550134,5.00408300723632,2,10.00816601447264,1.55
206,73.85,210.54,15.548378999999999,0.7983039695273609,1,0.7983039695273609,19.48
207,72.43,211.31,15.305183300000003,6.80078252160777,1,6.80078252160777,2.25
208,70.96,209.62,14.874635199999998,3.9230554115181597,0,0.1,148.75
209,70.99,202.08,14.3456592,2.388238168932692,1,2.388238168932692,6.01
210,71.21,210.41,14.983296099999997,9.38890862867648,2,18.77781725735296,0.8
211,69.82,196.91,13.748256199999998,5.745842985266458,1,5.745842985266458,2.39
212,73.52,214.94,15.8023888,7.181869531384978,1,7.181869531384978,2.2
213,70.82,205.71,14.5683822,0.054986307272942625,0,0.1,145.68
214,72.15,202.69,14.624083500000001,6.672323089658585,0,0.1,146.24
215,75.34,212.99,16.046666600000002,6.6377860940989475,1,6.6377860940989475,2.42
216,71.7,214.01,15.344517,10.272229749784668,2,20.544459499569335,0.75
217,70.94,205.63,14.587392199999998,8.690180114644786,1,8.690180114644786,1.68
218,70.7,196.44,13.888308,2.958381178239609,1,2.958381178239609,4.69
219,72.7,195.21,14.191767000000002,10.089764925120447,2,20.179529850240893,0.7
220,70.32,215.05,15.122316,5.419253328389917,0,0.1,151.22
221,72.0,204.03,14.69016,6.094410133949062,2,12.188820267898125,1.21
222,75.13,210.59,15.8216267,1.607311017037583,0,0.1,158.22
223,69.4,202.58,14.059052000000001,11.97503287893838,1,11.97503287893838,1.17
224,71.78,214.04,15.3637912,2.020947553887174,2,4.041895107774348,3.8
225,73.31,214.19,15.702268900000002,0.6055086435277772,2,1.2110172870555544,12.97
226,70.08,198.04,13.878643199999999,1.468264361334036,0,0.1,138.79
227,75.9,207.58,15.755322000000001,3.863111430240677,2,7.726222860481354,2.04
228,74.12,200.11,14.832153200000002,2.506707694725625,0,0.1,148.32
229,74.97,210.72,15.797678399999999,5.76726011201771,2,11.53452022403542,1.37
230,75.9,200.27,15.200493000000002,1.6804254670465948,2,3.3608509340931896,4.52
231,71.3,195.13,13.912768999999999,2.116109933591334,2,4.232219867182668,3.29
232,69.53,214.68,14.926700400000001,1.4726913355242166,0,0.1,149.27
233,76.34,215.03,16.4153902,4.344675732214769,0,0.1,164.15
234,71.36,213.36,15.2253696,9.959817085408947,1,9.959817085408947,1.53
235,71.33,195.48,13.9435884,7.356282301797609,2,14.712564603595219,0.95
236,72.78,208.88,15.202286399999998,6.2059555265501825,0,0.1,152.02
237,69.99,212.77,14.8917723,3.6637232324893554,2,7.327446464978711,2.03
238,73.11,208.26,15.225888599999998,7.526927180335457,0,0.1,152.26
239,74.77,201.58,15.0721366,8.401294907791241,1,8.401294907791241,1.79
240,70.42,205.26,14.4544092,2.8374052887867176,1,2.8374052887867176,5.09
241,75.65,196.64,14.875816,5.4804179309815915,0,0.1,148.76
242,75.63,205.47,15.539696099999999,4.998845707356969,1,4.998845707356969,3.11
243,70.87,208.4,14.769308,8.636896988625278,1,8.636896988625278,1.71
244,76.43,207.42,15.8531106,7.532648967086466,0,0.1,158.53
245,74.13,212.53,15.754848899999999,4.134932145375274,2,8.269864290750547,1.91
246,70.66,209.34,14.7919644,0.23496324549929504,0,0.1,147.92
247,70.31,209.56,14.7341636,0.015613449829017134,0,0.1,147.34
248,75.87,208.97,15.8545539,11.69301533742589,2,23.38603067485178,0.68
249,75.02,211.62,15.875732399999999,8.583235906967014,1,8.583235906967014,1.85
250,72.71,198.18,14.4096678,3.1079875933038537,0,0.1,144.1
251,76.06,207.27,15.7649562,9.031655186983143,1,9.031655186983143,1.75
252,76.26,207.55,15.827763000000003,12.202480977516174,0,0.1,158.28
253,75.5,210.25,15.873875,12.951630635562086,0,0.1,158.74
254,73.35,199.02,14.598117,4.639958171066832,0,0.1,145.98
255,71.0,199.62,14.173020000000001,4.791981330639726,0,0.1,141.73
256,76.3,196.26,14.974637999999999,12.724268671896187,1,12.724268671896187,1.18
257,72.48,204.2,14.800415999999998,9.01033145149094,2,18.02066290298188,0.82
258,69.88,213.96,14.9515248,0.3296266537261372,1,0.3296266537261372,45.36
259,73.03,195.2,14.255456,4.741909189536415,1,4.741909189536415,3.01
260,75.38,210.36,15.8569368,5.475717201224179,0,0.1,158.57
261,71.77,196.1,14.074096999999998,9.312359064994377,2,18.624718129988754,0.76
262,75.37,195.74,14.752923800000003,12.7782894421613,2,25.5565788843226,0.58
263,71.38,214.31,15.2974478,1.4050336870062465,2,2.810067374012493,5.44
264,75.98,214.35,16.286313,1.4932556720412973,0,0.1,162.86
265,71.19,212.96,15.1606224,0.25328299465834603,0,0.1,151.61
266,75.95,214.07,16.2586165,11.26160047306813,2,22.52320094613626,0.72
267,70.43,199.65,14.061349500000002,0.23847202560199654,0,0.1,140.61
268,72.42,209.8,15.193716,9.542297926708429,0,0.1,151.94
269,71.82,209.35,15.035516999999999,8.594445657026675,0,0.1,150.36
270,70.48,203.46,14.339860800000002,3.9376246959073073,2,7.875249391814615,1.82
271,71.38,211.46,15.094014799999998,1.4567467724815315,0,0.1,150.94
272,75.12,211.36,15.877363200000001,0.3763705246090503,1,0.3763705246090503,42.19
273,74.09,203.15,15.051383500000002,12.56537350876749,2,25.13074701753498,0.6
274,70.04,197.59,13.839203600000001,12.332139463685385,2,24.66427892737077,0.56
275,71.62,208.69,14.9463778,12.21964912646869,0,0.1,149.46
276,70.76,202.68,14.341636800000002,5.7650566861701815,0,0.1,143.42
277,75.72,201.06,15.2242632,0.9568200024010128,2,1.9136400048020257,7.96
278,69.27,203.04,14.064580799999998,1.7062285937129138,0,0.1,140.65
279,72.12,214.69,15.4834428,3.6985495727771194,1,3.6985495727771194,4.19
280,76.32,194.88,14.873241599999998,3.899326640766394,1,3.899326640766394,3.81
281,72.84,210.84,15.3575856,7.924731301161502,1,7.924731301161502,1.94
282,72.64,207.47,15.0706208,8.909054095695273,1,8.909054095695273,1.69
283,69.46,202.51,14.066344599999999,12.847142828950838,1,12.847142828950838,1.09
284,76.22,207.75,15.834705,6.1287455737604954,2,12.257491147520991,1.29
285,75.76,194.93,14.767896800000003,3.421799785134817,2,6.843599570269634,2.16
286,71.69,195.38,14.0067922,1.5476562846506978,2,3.0953125693013956,4.53
287,73.6,214.86,15.813696,11.20083036647985,1,11.20083036647985,1.41
288,72.56,207.95,15.088852,5.552425789808244,1,5.552425789808244,2.72
289,71.95,205.24,14.767018000000002,3.0749410510505264,1,3.0749410510505264,4.8
290,72.0,204.04,14.69088,0.6453911439652966,0,0.1,146.91
291,69.18,198.16,13.7087088,1.6317634406546526,1,1.6317634406546526,8.4
292,75.49,211.13,15.938203699999999,6.225423103497266,1,6.225423103497266,2.56
293,72.37,214.76,15.542181200000002,4.712610658398683,0,0.1,155.42
294,71.4,199.63,14.253582,2.4178841432130587,2,4.835768286426117,2.95
295,73.23,196.8,14.411664000000002,11.094591622726753,0,0.1,144.12
296,72.83,197.74,14.4014042,5.680278649796309,1,5.680278649796309,2.54
297,70.71,198.38,14.027449799999998,1.3412351666477091,0,0.1,140.27
298,74.24,214.55,15.928192,12.67612797749226,0,0.1,159.28
299,75.4,202.59,15.275286000000001,5.701851119286314,0,0.1,152.75
300,76.31,196.78,15.0162818,2.9949348675863363,1,2.9949348675863363,5.01
301,73.38,203.86,14.9592468,5.181894342165731,0,0.1,149.59
302,70.17,209.65,14.7111405,6.647616871519346,0,0.1,147.11
303,74.7,204.54,15.279138000000001,0.6374891629422821,2,1.2749783258845642,11.98
304,69.19,198.17,13.711382299999999,6.693301937505987,1,6.693301937505987,2.05
305,70.15,211.32,14.824098,11.24371272957829,2,22.48742545915658,0.66
306,72.56,199.56,14.480073599999999,9.167617025535979,1,9.167617025535979,1.58
307,72.1,214.45,15.461844999999997,0.6134638477985362,0,0.1,154.62
308,74.67,195.94,14.6308398,7.201402205616477,2,14.402804411232953,1.02
309,72.54,210.82,15.292882800000001,2.1842651198446155,1,2.1842651198446155,7.0
310,75.49,200.21,15.1138529,7.395829704467603,2,14.791659408935207,1.02
311,70.68,213.14,15.064735200000001,0.16814469097726858,1,0.16814469097726858,89.59
312,73.37,196.17,14.3929929,6.78139320172787,1,6.78139320172787,2.12
313,69.8,208.27,14.537246000000001,0.7286631626225742,2,1.4573263252451485,9.98
314,71.84,205.2,14.741568,6.9480241507433265,2,13.896048301486653,1.06
315,72.61,209.9,15.240839,2.8075448337874533,2,5.615089667574907,2.71
316,75.35,208.28,15.693897999999999,3.2242738653171674,0,0.1,156.94
317,72.59,202.89,14.727785099999998,4.060406402365302,0,0.1,147.28
318,70.82,197.54,13.989782799999997,10.841335429657539,1,10.841335429657539,1.29
319,69.35,197.98,13.729912999999998,9.216837783439678,1,9.216837783439678,1.49
320,72.14,213.67,15.4141538,7.419703014601287,2,14.839406029202573,1.04
321,74.51,205.22,15.290942200000002,9.882896366818674,1,9.882896366818674,1.55
322,75.43,208.09,15.6962287,1.7091519874506478,0,0.1,156.96
323,71.81,211.73,15.2043313,6.010847464022822,1,6.010847464022822,2.53
324,71.16,206.27,14.6781732,3.4063539612349234,0,0.1,146.78
325,70.5,208.88,14.72604,12.795477283012561,2,25.590954566025122,0.58
326,72.27,205.48,14.850039599999999,8.585557267986209,1,8.585557267986209,1.73
327,70.07,195.97,13.7316179,8.549502942503173,0,0.1,137.32
328,73.16,203.98,14.923176799999998,2.262495738037026,1,2.262495738037026,6.6
329,75.05,195.72,14.688786,2.044454989714509,2,4.088909979429018,3.59
330,75.09,199.49,14.979704100000001,0.3739323750303779,0,0.1,149.8
331,73.57,197.83,14.5543531,6.592149222112147,1,6.592149222112147,2.21
332,71.42,211.37,15.096045400000001,7.195766678491035,2,14.39153335698207,1.05
333,69.68,204.32,14.237017600000001,9.930996545550109,2,19.861993091100217,0.72
334,76.08,213.58,16.2491664,7.106245737062078,0,0.1,162.49
335,75.69,204.72,15.4952568,10.849735830950177,2,21.699471661900354,0.71
336,71.6,210.75,15.089699999999999,4.460878138300156,2,8.921756276600313,1.69
337,75.6,199.94,15.115463999999998,3.597219832402147,1,3.597219832402147,4.2
338,71.78,209.0,15.00202,2.2678029767183006,0,0.1,150.02
339,71.9,210.18,15.111942,9.749069179079891,2,19.498138358159782,0.78
340,76.33,201.93,15.4133169,2.2445206967503193,1,2.2445206967503193,6.87
341,70.75,201.14,14.230654999999999,8.371988806470055,0,0.1,142.31
342,74.7,206.66,15.437502,0.6225546997542211,0,0.1,154.38
343,70.34,213.9,15.045726,0.26082041394369604,2,0.5216408278873921,28.84
344,75.86,208.8,15.839568000000002,8.75218890619239,0,0.1,158.4
345,74.51,210.37,15.674668700000002,8.238577447737034,0,0.1,156.75
346,71.24,197.32,14.057076799999999,3.1627596047382065,0,0.1,140.57
347,71.49,195.3,13.961997,0.8353466581171747,2,1.6706933162343494,8.36
348,69.73,211.25,14.730462500000002,1.1337128841206447,1,1.1337128841206447,12.99
349,75.18,202.61,15.232219800000003,6.203603246507925,2,12.40720649301585,1.23
350,73.07,211.38,15.445536599999997,12.952368138784813,1,12.952368138784813,1.19
351,71.28,211.36,15.065740800000002,2.4832632686509992,0,0.1,150.66
352,74.81,205.29,15.3577449,7.520839827896805,2,15.04167965579361,1.02
353,69.99,207.04,14.490729599999998,1.7320657338408951,1,1.7320657338408951,8.37
354,74.54,209.51,15.616875400000001,7.445166347513332,0,0.1,156.17
355,73.78,214.67,15.8383526,12.242641333951552,2,24.485282667903103,0.65
356,70.94,201.72,14.3100168,8.842416966903539,0,0.1,143.1
357,76.31,199.11,15.194084100000001,10.771474068448251,2,21.542948136896502,0.71
358,72.25,214.09,15.4680025,6.2626569308989115,1,6.2626569308989115,2.47
359,70.35,202.1,14.217735,12.105908296193151,0,0.1,142.18
360,74.48,214.49,15.975215200000003,1.2208349259999545,0,0.1,159.75
361,73.53,202.34,14.8780602,3.745164892272345,0,0.1,148.78
362,74.47,209.62,15.6104014,3.3098259353422015,0,0.1,156.1
363,71.6,213.9,15.31524,12.21768261048557,0,0.1,153.15
364,72.03,204.81,14.7524643,4.136952977876966,2,8.273905955753932,1.78
365,73.96,209.26,15.476869599999999,0.5197662167237734,1,0.5197662167237734,29.78
